time,open,high,low,close,Basis,Upper,Lower,Volume,Trailing Stop,Trailing Stop AMA,Plot,Plot,Plot,Zero line,RSI Cloud Lead,RSI Cloud Base,RSI Overbought ,Signal RSI Overbought,RSI Oversold,Signal RSI Oversold,Baseline,Cloud Flip Bullish,Cloud Flip Bearish,RSI,ADX Current Timeframe,ADX Different Timeframe
2024-10-23,141.10929573576965,142.38124143,137.41294283,140.32194664,126.45784774566667,144.37154391534543,108.54415157598791,285930038,131.4771761912589,130.62010203308157,81.84587116841875,82.85013488483565,5.821709494601805,0,73.48618225290602,66.77584412472663,70,80,30,20,50,,,67.29580074367269,32.280316432903994,31.562012444499548
2024-10-24,140.71562118788484,141.30161115,138.4126005,140.2119842975,127.19834416208333,145.4845708964825,108.91211742768417,172354888,131.4771761912589,130.83425387014051,79.05371003053806,81.58465993340313,5.723691108644317,0,70.29293482491272,66.81250409201286,70,80,30,20,50,,,67.05079387937336,32.94731299356526,32.280316432903994
2024-10-25,140.46380274269242,144.08065947,140.46380274269242,141.8014399875,127.96195766208334,146.7046886663715,109.21922665779516,205122109,132.85490755221915,131.57822287689552,80.57237131348604,81.24723039343077,5.708463013906737,0,70.65131793504352,67.07990158141669,70,80,30,20,50,,,68.81798526254164,33.95967213526333,32.94731299356526
2024-10-28,141.1326213650962,143.09099838,140.00205619,141.62899904,128.80000400575003,147.6634869914188,109.93652102008123,173586745,132.85490755221915,132.0124913064078,79.9285694551839,80.80767674734848,5.617722487871248,0,70.30434622950196,67.25450570526726,70,80,30,20,50,,,68.38943251029593,34.72544946950297,33.95967213526333
2024-10-29,141.3808102025481,142.2110997,138.85244987,140.62554267500002,129.59393878883333,148.37636194566977,110.81151563199688,157593634,132.85490755221915,132.15546587768156,73.8479904621438,78.48778131894692,5.402562052454584,0,66.93337859265475,67.06334016968643,70,80,30,20,50,,67.06334016968643,65.82076418841098,34.99658398536673,34.72544946950297
2024-10-30,141.00317643877406,141.00317643877406,136.76316535,138.956164355,130.39229039266667,148.65539272708605,112.12918805824727,179418082,132.85490755221915,132.15546587768156,59.55261086832858,72.17605783540746,5.039251622513262,0,60.45888378491495,66.34434051589251,70,80,30,20,50,,,61.67084276623205,34.487358637901636,34.99658398536673
2024-10-31,139.97967039688703,139.97967039688703,132.06537411,134.9739280725,130.9583515445,148.6940803277178,113.2226227612822,270039641,132.85490755221915,132.43637580210435,47.58067862335617,63.97759809805703,4.379508059453684,0,49.246503521111066,64.57501463746306,70,80,30,20,50,,,53.07439642767158,32.58056232644136,34.487358637901636
2024-11-01,137.47679923469352,137.47679923469352,134.52393217,135.44861551499997,131.58240283749998,148.57306950319952,114.59173617180045,207127838,132.85490755221915,132.57410665103106,40.88526412721938,56.280153441111146,3.85057283526794,0,44.86313166090848,63.15158821111604,70,80,30,20,50,,,53.89931643986043,30.809965751513957,32.58056232644136
2024-11-04,136.46270737484673,138.91242933,135.52358984,136.900618275,132.27491568583335,148.35841755318307,116.19141381848361,187528173,132.85490755221915,132.6060088266547,40.67098987082858,51.07709891768362,3.5081130041791937,0,46.34556543295628,62.25442025517474,70,80,30,20,50,,,56.42282854155629,29.513009124113314,30.809965751513957
2024-11-05,136.68166282492336,140.32204661,136.68166282492336,138.717521075,132.945478551,148.35596987304453,117.53498722895549,160537373,132.85490755221915,132.62464182184627,45.56867206032941,49.24095663189888,3.3447636390335163,0,51.070330887700976,61.87602431792512,70,80,30,20,50,,,59.41645072580257,28.638082480294536,29.513009124113314
2024-11-06,137.6995919499617,146.43985156,137.6995919499617,144.205616675,133.65306956925,149.11718537015474,118.18895376834524,242043945,132.85490755221915,132.73337131703425,58.531425187339,52.33777948371226,3.6164632026483616,0,61.16561607570058,62.53642773341225,70,80,30,20,50,,,66.8290499340786,28.99529150335372,28.638082480294536
2024-11-07,140.95260431248084,148.87901627,140.95260431248084,147.5419741375,134.40335430033332,150.29992536775688,118.50678323290975,207323303,132.85490755221915,132.80610341444446,69.70357454820999,58.12637783854484,4.05426814889762,0,69.07005334473824,63.581164278701095,70,80,30,20,50,63.581164278701095,,70.37195182307859,29.698246789985603,28.99529150335372
2024-11-08,144.24728922499042,149.71872871,144.24728922499042,148.05679783749997,135.2678082675,151.21962186795724,119.31599466704274,175665830,133.48428134896463,133.22370679990226,76.66429981763294,64.30568516490753,4.392143793407456,0,73.42008218669395,64.55549528290055,70,80,30,20,50,,,70.88864681019706,30.47427322433416,29.698246789985603
2024-11-11,146.1520435312452,148.79904365,143.52085117,146.539817325,136.1588364675833,151.53291547296575,120.78475746220087,182325620,133.48428134896463,133.3275173657627,78.44039759602367,69.01725597527958,4.485795567528754,0,71.46651697089925,64.90428218686661,70,80,30,20,50,,,67.17139706264604,30.937674629818613,30.47427322433416
2024-11-12,146.34593042812259,149.59876979,145.96001588,147.63194332749998,137.10634449266666,151.66675420877425,122.54593477655908,198634738,134.74814167849024,133.98394806926765,81.68663175222962,73.24038123426293,4.595170449817175,0,71.73781895112904,65.37756826637667,70,80,30,20,50,,,68.45392778319209,31.500693752115666,30.937674629818613
2024-11-13,146.98893687781128,149.27887933,145.85005354,147.59195702,138.1123333243333,151.1853255685022,125.03934108016438,191903267,134.97913394664118,134.43693589618007,83.1255176522876,76.53542670693781,4.62530661568627,0,71.74798683862127,65.77371147052787,70,80,30,20,50,,,68.34864229751064,31.980407479521382,31.500693752115666
2024-11-14,147.29044694890564,148.9489923,145.50017335,147.18709566500002,138.94937917733333,150.98229193554607,126.91646641912057,194463301,135.0355788479771,134.66140420091878,82.80550941238566,78.62545427542044,4.563910892641417,0,70.33437389663018,65.9667229531483,70,80,30,20,50,,,67.22129759018114,32.28100431064894,31.980407479521382
2024-11-15,147.23877130695283,147.23877130695283,140.03204592,142.993531755,139.57783063041663,150.35509677618663,128.80056448464663,250132869,135.0355788479771,134.66140420091878,71.3419384729008,76.19761567458056,4.129269135126037,0,58.48544051514808,64.74120536483719,70,80,30,20,50,,64.74120536483719,56.775341040814915,30.63366148695629,32.28100431064894
